geo_name,geo_sumlevel,geo_id,adult_smoking_2015,adult_smoking_2016,adult_smoking_2017,homicide_rate_2015,homicide_rate_2016,homicide_rate_2017
"Lincoln Parish, LA","county",05000US22061,0.149,0.247,0.221,5.2,5.8,4.6
"Livingston Parish, LA","county",05000US22063,0.238,0.228,0.196,6,5.3,5.6
"Madison Parish, LA","county",05000US22065,0.246,0.318,0.27,,,15.6
"Morehouse Parish, LA","county",05000US22067,0.219,0.26,0.23,13.5,12.3,12.5
"Natchitoches Parish, LA","county",05000US22069,0.271,0.242,0.222,10.6,10.4,11.3
"Orleans Parish, LA","county",05000US22071,0.199,0.231,0.216,48,44.8,42.5
"Ouachita Parish, LA","county",05000US22073,0.211,0.233,0.209,7.7,8.2,9.9
"Plaquemines Parish, LA","county",05000US22075,0.234,0.204,0.187,7.3,6.3,
"Pointe Coupee Parish, LA","county",05000US22077,0.139,0.213,0.193,8.7,9.1,8.8
"Rapides Parish, LA","county",05000US22079,0.234,0.25,0.207,8.8,9.5,10.5
"Red River Parish, LA","county",05000US22081,0.244,0.239,0.218,,,
"Richland Parish, LA","county",05000US22083,0.177,0.237,0.219,,,6.9
"Sabine Parish, LA","county",05000US22085,0.237,0.234,0.198,,,
"St. Bernard Parish, LA","county",05000US22087,0.216,0.239,0.21,7.9,7,6.4
"St. Charles Parish, LA","county",05000US22089,0.198,0.195,0.173,7.6,8.2,7.3
"St. Helena Parish, LA","county",05000US22091,0.21,0.253,0.227,,,
"St. James Parish, LA","county",05000US22093,0.203,0.21,0.18,9.9,11.3,9.2
"St. John the Baptist Parish, LA","county",05000US22095,0.174,0.226,0.197,16,19.4,20.7
"St. Landry Parish, LA","county",05000US22097,0.25,0.252,0.222,8.7,8.5,9.6
"St. Martin Parish, LA","county",05000US22099,0.251,0.23,0.204,5,4.6,8.7
"St. Mary Parish, LA","county",05000US22101,0.221,0.235,0.214,7.6,8.5,7.4
"St. Tammany Parish, LA","county",05000US22103,0.204,0.187,0.181,4.9,4.5,4.2
"Tangipahoa Parish, LA","county",05000US22105,0.201,0.225,0.215,9.5,10.2,8.5
"Tensas Parish, LA","county",05000US22107,0.256,0.288,0.245,,,
"Terrebonne Parish, LA","county",05000US22109,0.239,0.227,0.198,7.6,8.9,9.4
"Union Parish, LA","county",05000US22111,0.259,0.233,0.203,,,
"Vermilion Parish, LA","county",05000US22113,0.238,0.219,0.197,7,7.5,7.5
"Vernon Parish, LA","county",05000US22115,0.267,0.221,0.21,4.6,4.1,5.2
"Washington Parish, LA","county",05000US22117,0.277,0.259,0.219,13.2,12.8,7.9
"Webster Parish, LA","county",05000US22119,0.257,0.239,0.209,5,5.3,4.9
"West Baton Rouge Parish, LA","county",05000US22121,0.205,0.213,0.193,10.1,8.2,5.9
"West Carroll Parish, LA","county",05000US22123,0.295,0.237,0.208,,,
"West Feliciana Parish, LA","county",05000US22125,,0.239,0.217,,,
"Winn Parish, LA","county",05000US22127,0.207,0.254,0.231,,,
"Androscoggin County, ME","county",05000US23001,0.183,0.183,0.183,1.9,2.7,2.1
"Aroostook County, ME","county",05000US23003,0.238,0.187,0.201,,,2.2
"Cumberland County, ME","county",05000US23005,0.135,0.123,0.13,2.2,2.2,1.8
"Franklin County, ME","county",05000US23007,0.181,0.169,0.181,,,
"Hancock County, ME","county",05000US23009,0.173,0.177,0.147,,,
"Kennebec County, ME","county",05000US23011,0.192,0.206,0.15,1.7,1.7,1.9
"Knox County, ME","county",05000US23013,0.149,0.142,0.137,,,
"Lincoln County, ME","county",05000US23015,0.173,0.143,0.143,,,
"Oxford County, ME","county",05000US23017,0.23,0.172,0.191,3.1,,
"Penobscot County, ME","county",05000US23019,0.202,0.17,0.175,2.9,3.4,3.4
"Piscataquis County, ME","county",05000US23021,0.217,0.192,0.186,,,
"Sagadahoc County, ME","county",05000US23023,0.164,0.161,0.16,,,
"Somerset County, ME","county",05000US23025,0.256,0.208,0.179,2.7,,
"Waldo County, ME","county",05000US23027,0.194,0.164,0.185,,,
"Washington County, ME","county",05000US23029,0.227,0.187,0.197,,,
"York County, ME","county",05000US23031,0.187,0.159,0.157,2,2,1.9
"Allegany County, MD","county",05000US24001,0.23,0.173,0.172,2.8,3.4,3.3
"Anne Arundel County, MD","county",05000US24003,0.156,0.129,0.14,3.7,3.3,3
"Baltimore County, MD","county",05000US24005,0.17,0.15,0.127,6.1,5.9,5.9
"Calvert County, MD","county",05000US24009,0.198,0.141,0.144,2.7,3.5,2.1
"Caroline County, MD","county",05000US24011,0.225,0.182,0.172,,,
"Carroll County, MD","county",05000US24013,0.177,0.126,0.13,1.9,1.8,1.7
"Cecil County, MD","county",05000US24015,0.236,0.16,0.156,4.5,4.3,4.5
"Charles County, MD","county",05000US24017,0.156,0.137,0.138,4.3,4.6,4.1
"Dorchester County, MD","county",05000US24019,0.182,0.171,0.175,4.3,4.7,5.3
"Frederick County, MD","county",05000US24021,0.149,0.124,0.13,2.8,2.6,2.6
"Garrett County, MD","county",05000US24023,0.195,0.148,0.154,5.3,,
"Harford County, MD","county",05000US24025,0.179,0.146,0.137,3.3,3,2.8
"Howard County, MD","county",05000US24027,0.084,0.1,0.1,2.6,2.5,2
"Kent County, MD","county",05000US24029,0.177,0.14,0.144,,,
"Montgomery County, MD","county",05000US24031,0.079,0.083,0.087,2.4,2.2,2.1
"Prince George's County, MD","county",05000US24033,0.139,0.131,0.126,12.5,11.3,9.9
"Queen Anne's County, MD","county",05000US24035,0.175,0.142,0.139,3.4,4.2,3
"St. Mary's County, MD","county",05000US24037,0.193,0.149,0.138,2.1,2.3,1.9
"Somerset County, MD","county",05000US24039,0.241,0.203,0.203,,,
"Talbot County, MD","county",05000US24041,0.122,0.135,0.125,,,
"Washington County, MD","county",05000US24043,0.206,0.171,0.157,2.6,2.8,2.7
"Wicomico County, MD","county",05000US24045,0.188,0.18,0.155,6.8,5.9,5.8
"Worcester County, MD","county",05000US24047,0.183,0.153,0.146,,,
"Baltimore city, MD","county",05000US24510,0.239,0.213,0.236,31.7,30.8,33.2
"Barnstable County, MA","county",05000US25001,0.142,0.121,0.119,1.2,1.3,0.9
"Berkshire County, MA","county",05000US25003,0.17,0.151,0.145,1.9,1.8,1.4
"Bristol County, MA","county",05000US25005,0.203,0.186,0.173,2.6,2.6,2.3
"Dukes County, MA","county",05000US25007,0.121,0.146,0.149,,,
"Essex County, MA","county",05000US25009,0.141,0.148,0.146,2.2,2.1,1.9
"Franklin County, MA","county",05000US25011,0.187,0.154,0.15,,,
"Hampden County, MA","county",05000US25013,0.188,0.183,0.182,4.6,4.6,4.3
"Hampshire County, MA","county",05000US25015,0.121,0.145,0.153,,,
"Middlesex County, MA","county",05000US25017,0.114,0.122,0.118,1.4,1.3,1.2
"Nantucket County, MA","county",05000US25019,0.145,0.145,0.149,,,
"Norfolk County, MA","county",05000US25021,0.118,0.123,0.118,1.3,1.3,1.3
"Plymouth County, MA","county",05000US25023,0.178,0.172,0.162,3,2.8,2.4
"Suffolk County, MA","county",05000US25025,0.154,0.15,0.141,7,6.6,6.7
"Worcester County, MA","county",05000US25027,0.181,0.158,0.172,1.9,1.8,1.7
"Alcona County, MI","county",05000US26001,0.295,0.159,0.16,,,
"Alger County, MI","county",05000US26003,,0.171,0.191,,,
"Allegan County, MI","county",05000US26005,0.197,0.172,0.166,1.4,1.8,1.9
"Alpena County, MI","county",05000US26007,0.217,0.189,0.178,,,
"Antrim County, MI","county",05000US26009,0.205,0.161,0.166,,,
"Arenac County, MI","county",05000US26011,0.315,0.179,0.189,,,
"Baraga County, MI","county",05000US26013,0.239,0.186,0.196,,,
"Barry County, MI","county",05000US26015,0.211,0.17,0.17,,,
"Bay County, MI","county",05000US26017,0.232,0.177,0.171,2.6,2.6,2.1
"Benzie County, MI","county",05000US26019,0.121,0.156,0.167,,,
"Berrien County, MI","county",05000US26021,0.2,0.17,0.192,3.4,3.3,2.7
"Branch County, MI","county",05000US26023,0.148,0.185,0.188,,,
"Calhoun County, MI","county",05000US26025,0.258,0.187,0.195,6,5,4.6
"Cass County, MI","county",05000US26027,0.244,0.165,0.172,3.5,3.4,
"Charlevoix County, MI","county",05000US26029,0.203,0.165,0.175,,,
"Cheboygan County, MI","county",05000US26031,0.222,0.18,0.189,,,
"Chippewa County, MI","county",05000US26033,0.222,0.207,0.216,,,
"Clare County, MI","county",05000US26035,0.262,0.203,0.215,,,
"Clinton County, MI","county",05000US26037,0.164,0.16,0.163,,,
"Crawford County, MI","county",05000US26039,0.351,0.173,0.172,,,
"Delta County, MI","county",05000US26041,0.223,0.181,0.189,,,
"Dickinson County, MI","county",05000US26043,0.275,0.172,0.178,,,
"Eaton County, MI","county",05000US26045,0.212,0.158,0.164,1.6,1.8,2.1
"Emmet County, MI","county",05000US26047,0.214,0.158,0.171,,,
"Genesee County, MI","county",05000US26049,0.231,0.187,0.217,14.1,13.9,13.6
"Gladwin County, MI","county",05000US26051,0.278,0.185,0.203,,,
"Gogebic County, MI","county",05000US26053,0.136,0.188,0.195,,,
"Grand Traverse County, MI","county",05000US26055,0.171,0.167,0.167,1.6,1.6,1.8
"Gratiot County, MI","county",05000US26057,0.27,0.183,0.195,,,
"Hillsdale County, MI","county",05000US26059,0.239,0.192,0.182,,,
"Houghton County, MI","county",05000US26061,0.143,0.183,0.193,,,
"Huron County, MI","county",05000US26063,0.202,0.162,0.173,,,
"Ingham County, MI","county",05000US26065,0.194,0.183,0.173,3.5,3.8,3.9
"Ionia County, MI","county",05000US26067,0.185,0.185,0.182,,,2.5
"Iosco County, MI","county",05000US26069,0.223,0.172,0.171,,,
"Iron County, MI","county",05000US26071,0.186,0.16,0.175,,,
"Isabella County, MI","county",05000US26073,0.199,0.223,0.22,,,
"Jackson County, MI","county",05000US26075,0.212,0.197,0.189,3.8,3.6,4.1
"Kalamazoo County, MI","county",05000US26077,0.183,0.158,0.179,3.5,4,4
"Kalkaska County, MI","county",05000US26079,0.363,0.186,0.194,,,
"Kent County, MI","county",05000US26081,0.176,0.157,0.169,3.2,3.1,2.9
"Keweenaw County, MI","county",05000US26083,,0.159,0.165,,,
"Lake County, MI","county",05000US26085,0.339,0.209,0.207,,,
"Lapeer County, MI","county",05000US26087,0.214,0.172,0.163,1.7,,
"Leelanau County, MI","county",05000US26089,,0.144,0.142,,,
"Lenawee County, MI","county",05000US26091,0.168,0.164,0.171,1.7,1.7,1.9
"Livingston County, MI","county",05000US26093,0.167,0.147,0.144,1.1,1.2,1.1
"Luce County, MI","county",05000US26095,,0.2,0.197,,,
"Mackinac County, MI","county",05000US26097,0.242,0.191,0.198,,,
"Macomb County, MI","county",05000US26099,0.186,0.196,0.181,3.7,3.9,3.8
"Manistee County, MI","county",05000US26101,0.314,0.178,0.177,,,
"Marquette County, MI","county",05000US26103,0.212,0.186,0.174,,,2.1
"Mason County, MI","county",05000US26105,0.234,0.179,0.18,,,
"Mecosta County, MI","county",05000US26107,0.29,0.189,0.201,,,
"Menominee County, MI","county",05000US26109,0.285,0.174,0.187,,,
"Midland County, MI","county",05000US26111,0.19,0.16,0.154,,,
"Missaukee County, MI","county",05000US26113,0.204,0.185,0.189,,,
"Monroe County, MI","county",05000US26115,0.199,0.175,0.169,1.7,2,1.6
"Montcalm County, MI","county",05000US26117,0.228,0.193,0.203,2.9,3.3,2.7
"Montmorency County, MI","county",05000US26119,0.312,0.171,0.175,,,
"Muskegon County, MI","county",05000US26121,0.265,0.199,0.19,2.9,3.9,4.7
"Newaygo County, MI","county",05000US26123,0.233,0.193,0.208,,,
"Oakland County, MI","county",05000US26125,0.148,0.136,0.151,4,3.9,3.4
"Oceana County, MI","county",05000US26127,0.222,0.194,0.203,,,
"Ogemaw County, MI","county",05000US26129,0.199,0.183,0.185,,,
"Ontonagon County, MI","county",05000US26131,,0.165,0.17,,,
"Osceola County, MI","county",05000US26133,0.211,0.201,0.197,,,
"Oscoda County, MI","county",05000US26135,0.219,0.186,0.187,,,
"Otsego County, MI","county",05000US26137,0.241,0.167,0.165,,,
"Ottawa County, MI","county",05000US26139,0.161,0.15,0.146,1.2,1.1,0.8
"Presque Isle County, MI","county",05000US26141,0.159,0.158,0.16,,,
"Roscommon County, MI","county",05000US26143,0.258,0.188,0.194,,,
"Saginaw County, MI","county",05000US26145,0.191,0.177,0.197,11.4,11.4,9.4
"St. Clair County, MI","county",05000US26147,0.25,0.172,0.195,2.4,2.7,2.4
"St. Joseph County, MI","county",05000US26149,0.222,0.189,0.184,,,
"Sanilac County, MI","county",05000US26151,0.248,0.182,0.176,,,
"Schoolcraft County, MI","county",05000US26153,,0.191,0.198,,,
"Shiawassee County, MI","county",05000US26155,0.213,0.17,0.182,,,
"Tuscola County, MI","county",05000US26157,0.207,0.173,0.192,,,
"Van Buren County, MI","county",05000US26159,0.2,0.192,0.194,2.7,2.4,2.1
"Washtenaw County, MI","county",05000US26161,0.116,0.143,0.155,2.2,2.1,2.4
"Wayne County, MI","county",05000US26163,0.209,0.215,0.226,21.6,21.2,19.8
"Wexford County, MI","county",05000US26165,0.24,0.193,0.199,,,
"Aitkin County, MN","county",05000US27001,0.144,0.16,0.175,,,
"Anoka County, MN","county",05000US27003,0.17,0.161,0.175,1.9,1.7,1.2
"Becker County, MN","county",05000US27005,0.166,0.173,0.176,,,
"Beltrami County, MN","county",05000US27007,0.295,0.191,0.215,5.1,4.9,5.4
"Benton County, MN","county",05000US27009,0.146,0.18,0.161,,,
"Big Stone County, MN","county",05000US27011,,0.146,0.148,,,
"Blue Earth County, MN","county",05000US27013,0.182,0.179,0.152,,,
"Brown County, MN","county",05000US27015,0.228,0.146,0.14,,,
"Carlton County, MN","county",05000US27017,0.155,0.193,0.181,,,
"Carver County, MN","county",05000US27019,0.142,0.126,0.124,,,
"Cass County, MN","county",05000US27021,0.16,0.179,0.192,6,6.2,5
"Chippewa County, MN","county",05000US27023,0.249,0.16,0.162,,,
"Chisago County, MN","county",05000US27025,0.259,0.161,0.147,,,
"Clay County, MN","county",05000US27027,0.171,0.155,0.165,,,
"Clearwater County, MN","county",05000US27029,0.201,0.189,0.202,,,
"Cook County, MN","county",05000US27031,,0.17,0.161,,,
"Cottonwood County, MN","county",05000US27033,,0.159,0.159,,,
"Crow Wing County, MN","county",05000US27035,0.166,0.172,0.164,,,
"Dakota County, MN","county",05000US27037,0.15,0.136,0.122,0.9,1.1,1.2
"Dodge County, MN","county",05000US27039,0.203,0.152,0.141,,,
"Douglas County, MN","county",05000US27041,0.208,0.153,0.145,,,
"Faribault County, MN","county",05000US27043,0.173,0.153,0.151,,,
"Fillmore County, MN","county",05000US27045,0.164,0.157,0.149,,,
"Freeborn County, MN","county",05000US27047,0.186,0.162,0.154,,,
"Goodhue County, MN","county",05000US27049,0.193,0.166,0.148,,,
"Grant County, MN","county",05000US27051,,0.152,0.152,,,
"Hennepin County, MN","county",05000US27053,0.141,0.137,0.13,3.8,3.7,3.6
"Houston County, MN","county",05000US27055,0.131,0.156,0.142,,,
"Hubbard County, MN","county",05000US27057,0.167,0.167,0.16,,,
"Isanti County, MN","county",05000US27059,0.21,0.167,0.164,,,
"Itasca County, MN","county",05000US27061,0.202,0.175,0.169,,,
"Jackson County, MN","county",05000US27063,0.122,0.153,0.157,,,
"Kanabec County, MN","county",05000US27065,0.212,0.184,0.176,,,
"Kandiyohi County, MN","county",05000US27067,0.217,0.156,0.153,,,
"Kittson County, MN","county",05000US27069,,0.158,0.146,,,
"Koochiching County, MN","county",05000US27071,0.163,0.171,0.166,,,
"Lac qui Parle County, MN","county",05000US27073,,0.143,0.145,,,
"Lake County, MN","county",05000US27075,0.186,0.148,0.15,,,
"Lake of the Woods County, MN","county",05000US27077,,0.158,0.167,,,
"Le Sueur County, MN","county",05000US27079,0.131,0.153,0.154,,,
"Lincoln County, MN","county",05000US27081,0.208,0.147,0.139,,,
"Lyon County, MN","county",05000US27083,0.181,0.152,0.167,,,
"McLeod County, MN","county",05000US27085,0.135,0.152,0.158,,,
"Mahnomen County, MN","county",05000US27087,0.354,0.251,0.251,,,
"Marshall County, MN","county",05000US27089,,0.143,0.143,,,
"Martin County, MN","county",05000US27091,0.183,0.149,0.168,,,
"Meeker County, MN","county",05000US27093,0.212,0.156,0.154,,,
"Mille Lacs County, MN","county",05000US27095,0.254,0.188,0.187,,,
"Morrison County, MN","county",05000US27097,0.209,0.172,0.172,,4,
"Mower County, MN","county",05000US27099,0.144,0.169,0.166,,,
"Murray County, MN","county",05000US27101,,0.147,0.147,,,
"Nicollet County, MN","county",05000US27103,0.066,0.155,0.154,,,
"Nobles County, MN","county",05000US27105,0.095,0.167,0.151,,,
"Norman County, MN","county",05000US27107,0.194,0.167,0.16,,,
"Olmsted County, MN","county",05000US27109,0.115,0.132,0.132,1.7,1.5,1.2
"Otter Tail County, MN","county",05000US27111,0.17,0.148,0.143,,,
"Pennington County, MN","county",05000US27113,0.189,0.164,0.164,,,
"Pine County, MN","county",05000US27115,0.186,0.187,0.178,,,
"Pipestone County, MN","county",05000US27117,,0.157,0.161,,,
"Polk County, MN","county",05000US27119,0.235,0.175,0.176,,,
"Pope County, MN","county",05000US27121,0.15,0.145,0.14,,,
"Ramsey County, MN","county",05000US27123,0.145,0.161,0.159,3.3,3.4,3.6
"Red Lake County, MN","county",05000US27125,,0.158,0.153,,,
"Redwood County, MN","county",05000US27127,0.188,0.169,0.155,,,
"Renville County, MN","county",05000US27129,0.147,0.153,0.145,,,
"Rice County, MN","county",05000US27131,0.103,0.156,0.152,,,
"Rock County, MN","county",05000US27133,,0.15,0.149,,,
"Roseau County, MN","county",05000US27135,0.105,0.162,0.157,,,
"St. Louis County, MN","county",05000US27137,0.221,0.193,0.178,1.7,1.7,1.7
"Scott County, MN","county",05000US27139,0.132,0.14,0.129,,,1.3
"Sherburne County, MN","county",05000US27141,0.238,0.16,0.162,,,
"Sibley County, MN","county",05000US27143,,0.152,0.155,,,
"Stearns County, MN","county",05000US27145,0.136,0.147,0.145,1,1.2,1.7
"Steele County, MN","county",05000US27147,0.141,0.161,0.156,,,
"Stevens County, MN","county",05000US27149,,0.166,0.164,,,
"Swift County, MN","county",05000US27151,0.239,0.16,0.153,,,
"Todd County, MN","county",05000US27153,0.152,0.165,0.171,,,
"Traverse County, MN","county",05000US27155,,0.155,0.142,,,
"Wabasha County, MN","county",05000US27157,0.143,0.141,0.144,,,
"Wadena County, MN","county",05000US27159,,0.17,0.175,,,
"Waseca County, MN","county",05000US27161,,0.158,0.145,,,
"Washington County, MN","county",05000US27163,0.154,0.131,0.127,1.1,1.2,1.4
"Watonwan County, MN","county",05000US27165,,0.145,0.145,,,
"Wilkin County, MN","county",05000US27167,,0.162,0.154,,,
"Winona County, MN","county",05000US27169,0.152,0.171,0.159,,,
"Wright County, MN","county",05000US27171,0.16,0.163,0.145,,,
"Yellow Medicine County, MN","county",05000US27173,0.299,0.154,0.161,,,
"Adams County, MS","county",05000US28001,0.23,0.218,0.238,14.8,13.6,13.8
"Alcorn County, MS","county",05000US28003,0.23,0.199,0.185,5.5,5.6,6.5
"Amite County, MS","county",05000US28005,0.269,0.208,0.191,24.3,21.3,16.6
"Attala County, MS","county",05000US28007,0.2,0.198,0.195,17.7,15.3,11.1
"Benton County, MS","county",05000US28009,0.256,0.21,0.192,,,
"Bolivar County, MS","county",05000US28011,0.216,0.226,0.23,20.5,19.1,20.2
"Calhoun County, MS","county",05000US28013,0.236,0.199,0.2,,,
"Carroll County, MS","county",05000US28015,0.227,0.187,0.184,,,
"Chickasaw County, MS","county",05000US28017,0.211,0.217,0.22,,,
"Choctaw County, MS","county",05000US28019,0.164,0.195,0.196,,,
"Claiborne County, MS","county",05000US28021,0.175,0.261,0.271,19.5,19.1,24.3
"Clarke County, MS","county",05000US28023,0.189,0.185,0.183,,,
"Clay County, MS","county",05000US28025,0.251,0.204,0.21,,,
"Coahoma County, MS","county",05000US28027,0.233,0.249,0.253,33.7,33.1,36.9
"Copiah County, MS","county",05000US28029,0.263,0.206,0.202,12.7,11.2,9.8
"Covington County, MS","county",05000US28031,0.259,0.196,0.215,9.9,10,10.2
"DeSoto County, MS","county",05000US28033,0.234,0.165,0.168,4.3,3.9,4.3
"Forrest County, MS","county",05000US28035,0.234,0.218,0.198,8,7.4,8.8
"Franklin County, MS","county",05000US28037,0.27,0.196,0.182,,,
"George County, MS","county",05000US28039,0.233,0.182,0.173,10.5,9.7,8.1
"Greene County, MS","county",05000US28041,0.261,0.196,0.179,,,
"Grenada County, MS","county",05000US28043,0.277,0.194,0.198,19.7,22.2,23.7
"Hancock County, MS","county",05000US28045,0.228,0.203,0.18,5.3,5.8,5.7
"Harrison County, MS","county",05000US28047,0.27,0.208,0.212,9.4,8.5,7.3
"Hinds County, MS","county",05000US28049,0.213,0.212,0.204,21,21.5,21.9
